Ensembl ID	ENS_LRG_gene ID
ENSG00000177455	LRG_35t1
ENSG00000177663	LRG_355
ENSG00000177663	LRG_355t1
ENSG00000178445	LRG_643
ENSG00000178445	LRG_643t1
ENSG00000178726	LRG_168
ENSG00000178726	LRG_168t1
ENSG00000179295	LRG_614
ENSG00000179295	LRG_614t1
ENSG00000179348	LRG_295
ENSG00000179348	LRG_295t1
ENSG00000179348	LRG_295t2
ENSG00000179583	LRG_49
ENSG00000179583	LRG_49t1
ENSG00000180509	LRG_290
ENSG00000180644	LRG_94
ENSG00000180644	LRG_94t1
ENSG00000181072	LRG_405
ENSG00000181072	LRG_405t2
ENSG00000181163	LRG_458
ENSG00000181163	LRG_458t1
ENSG00000181544	LRG_496
ENSG00000181544	LRG_496t1
ENSG00000181830	LRG_107
ENSG00000181830	LRG_107t1
ENSG00000182117	LRG_345
ENSG00000182117	LRG_345t1
ENSG00000182197	LRG_493
ENSG00000182197	LRG_493t1
ENSG00000182253	LRG_415
ENSG00000182253	LRG_415t1
ENSG00000182326	LRG_25
ENSG00000182326	LRG_25t1
ENSG00000182372	LRG_691
ENSG00000182372	LRG_691t1
ENSG00000182533	LRG_329
ENSG00000182533	LRG_329t1
ENSG00000183091	LRG_202
ENSG00000183091	LRG_202t1
ENSG00000183161	LRG_527
ENSG00000183161	LRG_527t1
ENSG00000183873	LRG_289
ENSG00000183873	LRG_289t1
ENSG00000183873	LRG_289t2
ENSG00000183873	LRG_289t3
ENSG00000183918	LRG_106
ENSG00000183918	LRG_106t1
ENSG00000184058	LRG_226
ENSG00000184058	LRG_226t1
ENSG00000184470	LRG_417
ENSG00000184470	LRG_417t1
ENSG00000184937	LRG_525
ENSG00000184937	LRG_525t2
ENSG00000185053	LRG_208
ENSG00000185053	LRG_208t1
ENSG00000185339	LRG_116
ENSG00000185379	LRG_516
ENSG00000185379	LRG_516t1
ENSG00000185920	LRG_515
ENSG00000185920	LRG_515t1
ENSG00000185920	LRG_515t2
ENSG00000186575	LRG_511
ENSG00000186575	LRG_511t1
ENSG00000186575	LRG_511t2
ENSG00000187098	LRG_776
ENSG00000187098	LRG_776t1
ENSG00000187736	LRG_90
ENSG00000187736	LRG_90t1
ENSG00000187741	LRG_495
ENSG00000187741	LRG_495t1
ENSG00000187790	LRG_502
ENSG00000187790	LRG_502t1
ENSG00000187796	LRG_178
ENSG00000187796	LRG_178t1
ENSG00000188021	LRG_665
ENSG00000188021	LRG_665t1
ENSG00000188157	LRG_198
ENSG00000188603	LRG_689
ENSG00000188603	LRG_689t1
ENSG00000188603	LRG_689t2
ENSG00000188641	LRG_722
ENSG00000188641	LRG_722t1
ENSG00000188641	LRG_722t2
ENSG00000188827	LRG_503
ENSG00000188827	LRG_503t1
ENSG00000189067	LRG_253
ENSG00000189067	LRG_253t1
ENSG00000196177	LRG_451
ENSG00000196177	LRG_451t1
ENSG00000196352	LRG_127
ENSG00000196352	LRG_127t1
ENSG00000196569	LRG_409
ENSG00000196569	LRG_409t1
ENSG00000196712	LRG_214
ENSG00000196712	LRG_214t1
ENSG00000196712	LRG_214t2
ENSG00000196839	LRG_16
ENSG00000196839	LRG_16t1
ENSG00000197299	LRG_20
ENSG00000197299	LRG_20t1
ENSG00000197535	LRG_86
ENSG00000197535	LRG_86t1
ENSG00000197561	LRG_57
ENSG00000197561	LRG_57t1
ENSG00000197616	LRG_389
ENSG00000197616	LRG_389t1
ENSG00000197766	LRG_46
ENSG00000197766	LRG_46t1
ENSG00000197943	LRG_376
ENSG00000197943	LRG_376t1
ENSG00000198001	LRG_75
ENSG00000198001	LRG_75t1
ENSG00000198223	LRG_186
ENSG00000198223	LRG_186t1
ENSG00000198223	LRG_186t2
ENSG00000198223	LRG_186t3
ENSG00000198380	LRG_787
ENSG00000198380	LRG_787t1
ENSG00000198400	LRG_261
ENSG00000198400	LRG_261t1
ENSG00000198400	LRG_261t2
ENSG00000198400	LRG_261t3
ENSG00000198523	LRG_390
ENSG00000198523	LRG_390t1
ENSG00000198677	LRG_173
ENSG00000198677	LRG_173t1
ENSG00000198793	LRG_734
ENSG00000198793	LRG_734t1
ENSG00000198805	LRG_91
ENSG00000198805	LRG_91t1
ENSG00000198821	LRG_36
ENSG00000198821	LRG_36t1
ENSG00000198836	LRG_337
ENSG00000198836	LRG_337t1
ENSG00000198836	LRG_337t2
ENSG00000198851	LRG_38
ENSG00000198851	LRG_38t1
ENSG00000198947	LRG_199
ENSG00000198947	LRG_199t1
ENSG00000203747	LRG_60
ENSG00000203747	LRG_60t1
ENSG00000203867	LRG_382
ENSG00000203867	LRG_382t1
ENSG00000205403	LRG_48
ENSG00000205403	LRG_48t1
ENSG00000213281	LRG_92
ENSG00000221829	LRG_499
ENSG00000221829	LRG_499t1
ENSG00000224389	LRG_138
ENSG00000224389	LRG_138t1
ENSG00000225830	LRG_465
ENSG00000231925	LRG_114
ENSG00000231925	LRG_114t1
ENSG00000240505	LRG_120
ENSG00000240505	LRG_120t1
ENSG00000241635	LRG_733t1
ENSG00000242366	LRG_733
ENSG00000243646	LRG_152
ENSG00000243649	LRG_136
ENSG00000243649	LRG_136t1
ENSG00000244414	LRG_149
ENSG00000244414	LRG_149t1
ENSG00000244731	LRG_137
ENSG00000244731	LRG_137t1
ENSG00000245848	LRG_456
ENSG00000245848	LRG_456t1
ENSG00000253729	LRG_162
ENSG00000253729	LRG_162t1
ENSG00000261609	LRG_242
ENSG00000261609	LRG_242t1
ENSG00000269058	LRG_422
ENSG00000269058	LRG_422t1
ENSG00000269900	LRG_163
ENSG00000269900	LRG_163t1
ENSG00000270141	LRG_347
ENSG00000270141	LRG_347t1
ENSG00000272047	LRG_469
ENSG00000272047	LRG_469t1
ENSG00000273707	LRG_533t1
LRG_1	LRG_1t1
LRG_10	LRG_10t1
LRG_100	LRG_100t1
LRG_101	LRG_101t1
LRG_102	LRG_102t1
LRG_103	LRG_103t1
LRG_104	LRG_104t1
LRG_105	LRG_105t1
LRG_106	LRG_106t1
LRG_107	LRG_107t1
LRG_108	LRG_108t1
LRG_109	LRG_109t1
LRG_11	LRG_11t1
LRG_11	LRG_11t2
LRG_110	LRG_110t1
LRG_111	LRG_111t1
LRG_112	LRG_112t1
LRG_113	LRG_113t1
LRG_114	LRG_114t1
LRG_115	LRG_115t1
LRG_116	LRG_116t1
LRG_117	LRG_117t1
LRG_118	LRG_118t1
LRG_119	LRG_119t1
LRG_12	LRG_12t1
LRG_120	LRG_120t1
LRG_121	LRG_121t1
LRG_122	LRG_122t1
LRG_123	LRG_123t1
LRG_124	LRG_124t1
LRG_125	LRG_125t1
LRG_126	LRG_126t1
LRG_127	LRG_127t1
LRG_128	LRG_128t1
LRG_129	LRG_129t1
LRG_13	LRG_13t1
LRG_13	LRG_13t2
LRG_130	LRG_130t1
LRG_130	LRG_130t2
LRG_130	LRG_130t3
LRG_132	LRG_132t1
LRG_133	LRG_133t1
LRG_134	LRG_134t1
LRG_135	LRG_135t1
LRG_136	LRG_136t1
LRG_137	LRG_137t1
LRG_138	LRG_138t1
LRG_139	LRG_139t1
LRG_140	LRG_140t1
LRG_141	LRG_141t1
LRG_142	LRG_142t1
LRG_144	LRG_144t1
LRG_145	LRG_145t1
LRG_146	LRG_146t1
LRG_147	LRG_147t1
LRG_148	LRG_148t1
LRG_149	LRG_149t1
LRG_15	LRG_15t1
LRG_150	LRG_150t1
LRG_151	LRG_151t1
LRG_152	LRG_152t1
LRG_154	LRG_154t1
LRG_155	LRG_155t1
LRG_156	LRG_156t1
LRG_157	LRG_157t1
LRG_158	LRG_158t1
LRG_159	LRG_159t1
LRG_16	LRG_16t1
LRG_160	LRG_160t1
LRG_161	LRG_161t1
LRG_162	LRG_162t1
LRG_163	LRG_163t1
LRG_164	LRG_164t1
LRG_165	LRG_165t1
LRG_168	LRG_168t1
LRG_169	LRG_169t1
LRG_17	LRG_17t1
LRG_170	LRG_170t1
LRG_171	LRG_171t1
LRG_172	LRG_172t1
LRG_173	LRG_173t1
LRG_174	LRG_174t1
LRG_175	LRG_175t1
LRG_176	LRG_176t1
LRG_177	LRG_177t1
LRG_178	LRG_178t1
LRG_179	LRG_179t1
LRG_18	LRG_18t1
LRG_180	LRG_180t1
LRG_182	LRG_182t1
LRG_183	LRG_183t1
LRG_184	LRG_184t1
LRG_185	LRG_185t1
LRG_186	LRG_186t1
LRG_186	LRG_186t2
LRG_186	LRG_186t3
LRG_187	LRG_187t1
LRG_188	LRG_188t1
LRG_189	LRG_189t1
LRG_19	LRG_19t1
LRG_190	LRG_190t1
LRG_191	LRG_191t1
LRG_192	LRG_192t1
LRG_193	LRG_193t1
LRG_194	LRG_194t1
LRG_195	LRG_195t1
LRG_196	LRG_196t1
LRG_197	LRG_197t1
LRG_198	LRG_198t1
LRG_199	LRG_199t1
LRG_2	LRG_2t1
LRG_20	LRG_20t1
LRG_200	LRG_200t1
LRG_201	LRG_201t1
LRG_202	LRG_202t1
LRG_203	LRG_203t1
LRG_204	LRG_204t1
LRG_205	LRG_205t1
LRG_207	LRG_207t1
LRG_208	LRG_208t1
LRG_209	LRG_209t1
LRG_209	LRG_209t2
LRG_21	LRG_21t1
LRG_210	LRG_210t1
LRG_211	LRG_211t1
LRG_212	LRG_212t1
LRG_213	LRG_213t1
LRG_214	LRG_214t1
LRG_214	LRG_214t2
LRG_215	LRG_215t1
LRG_216	LRG_216t1
LRG_217	LRG_217t1
LRG_218	LRG_218t1
LRG_219	LRG_219t1
LRG_22	LRG_22t1
LRG_220	LRG_220t1
LRG_221	LRG_221t1
LRG_226	LRG_226t1
LRG_227	LRG_227t1
LRG_228	LRG_228t1
LRG_229	LRG_229t1
LRG_23	LRG_23t1
LRG_230	LRG_230t1
LRG_231	LRG_231t1
LRG_234	LRG_234t1
LRG_236	LRG_236t1
LRG_239	LRG_239t1
LRG_24	LRG_24t1
LRG_24	LRG_24t2
LRG_241	LRG_241t1
LRG_242	LRG_242t1
LRG_243	LRG_243t1
LRG_245	LRG_245t1
LRG_246	LRG_246t1
LRG_248	LRG_248t1
LRG_249	LRG_249t1
LRG_25	LRG_25t1
LRG_250	LRG_250t1
LRG_251	LRG_251t1
LRG_252	LRG_252t1
LRG_253	LRG_253t1
LRG_254	LRG_254t1
LRG_254	LRG_254t2
LRG_254	LRG_254t3
LRG_255	LRG_255t1
LRG_256	LRG_256t1
LRG_257	LRG_257t1
LRG_258	LRG_258t1
LRG_26	LRG_26t1
LRG_260	LRG_260t1
LRG_261	LRG_261t1
LRG_261	LRG_261t2
LRG_261	LRG_261t3
LRG_262	LRG_262t1
LRG_263	LRG_263t1
LRG_264	LRG_264t1
LRG_265	LRG_265t1
LRG_265	LRG_265t2
LRG_266	LRG_266t1
LRG_267	LRG_267t1
LRG_268	LRG_268t1
LRG_269	LRG_269t1
LRG_27	LRG_27t1
LRG_270	LRG_270t1
LRG_270	LRG_270t2
LRG_271	LRG_271t1
LRG_272	LRG_272t1
LRG_273	LRG_273t1
LRG_274	LRG_274t1
LRG_275	LRG_275t1
LRG_276	LRG_276t1
LRG_278	LRG_278t1
LRG_279	LRG_279t1
LRG_279	LRG_279t2
LRG_28	LRG_28t1
LRG_280	LRG_280t1
LRG_281	LRG_281t1
LRG_283	LRG_283t1
LRG_283	LRG_283t2
LRG_283	LRG_283t3
LRG_283	LRG_283t4
LRG_284	LRG_284t1
LRG_285	LRG_285t1
LRG_286	LRG_286t1
LRG_287	LRG_287t1
LRG_287	LRG_287t2
LRG_288	LRG_288t1
LRG_288	LRG_288t2
LRG_288	LRG_288t3
LRG_289	LRG_289t1
LRG_289	LRG_289t2
LRG_289	LRG_289t3
LRG_29	LRG_29t1
LRG_290	LRG_290t1
LRG_290	LRG_290t2
LRG_291	LRG_291t1
LRG_292	LRG_292t1
LRG_293	LRG_293t1
LRG_294	LRG_294t1
LRG_295	LRG_295t1
LRG_295	LRG_295t2
LRG_296	LRG_296t1
LRG_298	LRG_298t1
LRG_299	LRG_299t1
LRG_3	LRG_3t1
LRG_30	LRG_30t1
LRG_300	LRG_300t1
LRG_301	LRG_301t1
LRG_304	LRG_304t1
LRG_306	LRG_306t1
LRG_306	LRG_306t2
LRG_307	LRG_307t1
LRG_308	LRG_308t1
LRG_309	LRG_309t1
LRG_31	LRG_31t1
LRG_310	LRG_310t1
LRG_311	LRG_311t1
LRG_314	LRG_314t1
LRG_316	LRG_316t1
LRG_317	LRG_317t1
LRG_318	LRG_318t1
LRG_319	LRG_319t1
LRG_32	LRG_32t1
LRG_321	LRG_321t1
LRG_321	LRG_321t2
LRG_321	LRG_321t3
LRG_321	LRG_321t4
LRG_321	LRG_321t5
LRG_321	LRG_321t6
LRG_321	LRG_321t7
LRG_321	LRG_321t8
LRG_322	LRG_322t1
LRG_325	LRG_325t1
LRG_326	LRG_326t1
LRG_327	LRG_327t1
LRG_327	LRG_327t2
LRG_328	LRG_328t1
LRG_329	LRG_329t1
LRG_33	LRG_33t1
LRG_330	LRG_330t1
LRG_331	LRG_331t1
LRG_332	LRG_332t1
LRG_333	LRG_333t1
LRG_334	LRG_334t1
LRG_334	LRG_334t2
LRG_334	LRG_334t3
LRG_334	LRG_334t4
LRG_335	LRG_335t1
LRG_336	LRG_336t1
LRG_337	LRG_337t1
LRG_337	LRG_337t2
LRG_34	LRG_34t1
LRG_34	LRG_34t2
LRG_340	LRG_340t1
LRG_341	LRG_341t1
LRG_341	LRG_341t2
LRG_343	LRG_343t1
LRG_345	LRG_345t1
LRG_346	LRG_346t1
LRG_347	LRG_347t1
LRG_348	LRG_348t1
LRG_349	LRG_349t1
LRG_349	LRG_349t2
LRG_349	LRG_349t3
LRG_35	LRG_35t1
LRG_350	LRG_350t1
LRG_352	LRG_352t1
LRG_353	LRG_353t1
LRG_354	LRG_354t1
LRG_355	LRG_355t1
LRG_356	LRG_356t1
LRG_357	LRG_357t1
LRG_358	LRG_358t1
LRG_359	LRG_359t1
LRG_36	LRG_36t1
LRG_361	LRG_361t1
LRG_362	LRG_362t1
LRG_363	LRG_363t1
LRG_364	LRG_364t1
LRG_365	LRG_365t1
LRG_366	LRG_366t1
LRG_368	LRG_368t1
LRG_369	LRG_369t1
LRG_37	LRG_37t1
LRG_371	LRG_371t1
LRG_372	LRG_372t1
LRG_373	LRG_373t1
LRG_374	LRG_374t1
LRG_375	LRG_375t1
LRG_376	LRG_376t1
LRG_377	LRG_377t1
LRG_377	LRG_377t2
LRG_378	LRG_378t1
LRG_379	LRG_379t1
LRG_38	LRG_38t1
LRG_380	LRG_380t1
LRG_382	LRG_382t1
LRG_383	LRG_383t1
LRG_384	LRG_384t1
LRG_385	LRG_385t1
LRG_385	LRG_385t2
LRG_386	LRG_386t1
LRG_388	LRG_388t1
LRG_389	LRG_389t1
LRG_39	LRG_39t1
LRG_390	LRG_390t1
LRG_391	LRG_391t1
LRG_391	LRG_391t2
LRG_392	LRG_392t1
LRG_393	LRG_393t1
LRG_394	LRG_394t1
LRG_395	LRG_395t1
LRG_396	LRG_396t1
LRG_397	LRG_397t1
LRG_398	LRG_398t1
LRG_399	LRG_399t1
LRG_4	LRG_4t1
LRG_40	LRG_40t1
LRG_403	LRG_403t1
LRG_404	LRG_404t1
LRG_405	LRG_405t1
LRG_405	LRG_405t2
LRG_406	LRG_406t1
LRG_406	LRG_406t2
LRG_408	LRG_408t1
LRG_409	LRG_409t1
LRG_41	LRG_41t1
LRG_410	LRG_410t1
LRG_411	LRG_411t1
LRG_411	LRG_411t2
LRG_413	LRG_413t1
LRG_414	LRG_414t1
LRG_415	LRG_415t1
LRG_416	LRG_416t1
LRG_417	LRG_417t1
LRG_419	LRG_419t1
LRG_42	LRG_42t1
LRG_421	LRG_421t1
LRG_422	LRG_422t1
LRG_423	LRG_423t1
LRG_424	LRG_424t1
LRG_426	LRG_426t1
LRG_43	LRG_43t1
LRG_432	LRG_432t1
LRG_433	LRG_433t1
LRG_433	LRG_433t2
LRG_434	LRG_434t1
LRG_434	LRG_434t2
LRG_435	LRG_435t1
LRG_437	LRG_437t1
LRG_439	LRG_439t1
LRG_44	LRG_44t1
LRG_440	LRG_440t1
LRG_442	LRG_442t1
LRG_443	LRG_443t1
LRG_443	LRG_443t2
LRG_444	LRG_444t1
LRG_445	LRG_445t1
LRG_446	LRG_446t1
LRG_447	LRG_447t1
LRG_447	LRG_447t2
LRG_448	LRG_448t1
LRG_449	LRG_449t1
LRG_45	LRG_45t1
LRG_450	LRG_450t1
LRG_450	LRG_450t2
LRG_451	LRG_451t1
LRG_452	LRG_452t1
LRG_454	LRG_454t1
LRG_455	LRG_455t1
LRG_456	LRG_456t1
LRG_457	LRG_457t1
LRG_458	LRG_458t1
LRG_46	LRG_46t1
LRG_460	LRG_460t1
LRG_461	LRG_461t1
LRG_462	LRG_462t1
LRG_463	LRG_463t1
LRG_464	LRG_464t1
LRG_465	LRG_465t1
LRG_466	LRG_466t1
LRG_467	LRG_467t1
LRG_469	LRG_469t1
LRG_47	LRG_47t1
LRG_470	LRG_470t1
LRG_471	LRG_471t1
LRG_472	LRG_472t1
LRG_473	LRG_473t1
LRG_474	LRG_474t1
LRG_475	LRG_475t1
LRG_476	LRG_476t1
LRG_48	LRG_48t1
LRG_482	LRG_482t1
LRG_483	LRG_483t1
LRG_483	LRG_483t2
LRG_483	LRG_483t3
LRG_484	LRG_484t1
LRG_484	LRG_484t2
LRG_485	LRG_485t1
LRG_486	LRG_486t1
LRG_487	LRG_487t1
LRG_488	LRG_488t1
LRG_489	LRG_489t1
LRG_49	LRG_49t1
LRG_490	LRG_490t1
LRG_491	LRG_491t1
LRG_492	LRG_492t1
LRG_493	LRG_493t1
LRG_494	LRG_494t1
LRG_494	LRG_494t2
LRG_495	LRG_495t1
LRG_496	LRG_496t1
LRG_497	LRG_497t1
LRG_498	LRG_498t1
LRG_499	LRG_499t1
LRG_5	LRG_5t1
LRG_5	LRG_5t2
LRG_5	LRG_5t3
LRG_50	LRG_50t1
LRG_500	LRG_500t1
LRG_501	LRG_501t1
LRG_501	LRG_501t2
LRG_502	LRG_502t1
LRG_503	LRG_503t1
LRG_504	LRG_504t1
LRG_505	LRG_505t1
LRG_507	LRG_507t1
LRG_509	LRG_509t1
LRG_509	LRG_509t2
LRG_51	LRG_51t1
LRG_510	LRG_510t1
LRG_511	LRG_511t1
LRG_511	LRG_511t2
LRG_512	LRG_512t1
LRG_513	LRG_513t1
LRG_514	LRG_514t1
LRG_514	LRG_514t2
LRG_515	LRG_515t1
LRG_515	LRG_515t2
LRG_516	LRG_516t1
LRG_517	LRG_517t1
LRG_518	LRG_518t1
LRG_518	LRG_518t2
LRG_519	LRG_519t1
LRG_52	LRG_52t1
LRG_520	LRG_520t1
LRG_521	LRG_521t1
LRG_522	LRG_522t1
LRG_523	LRG_523t1
LRG_524	LRG_524t1
LRG_525	LRG_525t1
LRG_525	LRG_525t2
LRG_526	LRG_526t1
LRG_527	LRG_527t1
LRG_528	LRG_528t1
LRG_529	LRG_529t1
LRG_53	LRG_53t1
LRG_530	LRG_530t1
LRG_531	LRG_531t1
LRG_532	LRG_532t1
LRG_533	LRG_533t1
LRG_534	LRG_534t1
LRG_535	LRG_535t1
LRG_537	LRG_537t1
LRG_538	LRG_538t1
LRG_539	LRG_539t1
LRG_539	LRG_539t2
LRG_54	LRG_54t1
LRG_540	LRG_540t1
LRG_541	LRG_541t1
LRG_55	LRG_55t1
LRG_556	LRG_556t1
LRG_557	LRG_557t1
LRG_557	LRG_557t2
LRG_56	LRG_56t1
LRG_57	LRG_57t1
LRG_58	LRG_58t1
LRG_59	LRG_59t1
LRG_6	LRG_6t1
LRG_60	LRG_60t1
LRG_607	LRG_607t1
LRG_608	LRG_608t1
LRG_609	LRG_609t1
LRG_61	LRG_61t1
LRG_610	LRG_610t1
LRG_610	LRG_610t2
LRG_610	LRG_610t3
LRG_612	LRG_612t1
LRG_614	LRG_614t1
LRG_615	LRG_615t1
LRG_615	LRG_615t2
LRG_618	LRG_618t1
LRG_62	LRG_62t1
LRG_623	LRG_623t1
LRG_63	LRG_63t1
LRG_631	LRG_631t1
LRG_64	LRG_64t1
LRG_642	LRG_642t1
LRG_643	LRG_643t1
LRG_65	LRG_65t1
LRG_652	LRG_652t1
LRG_657	LRG_657t1
LRG_659	LRG_659t1
LRG_66	LRG_66t1
LRG_661	LRG_661t1
LRG_662	LRG_662t1
LRG_664	LRG_664t1
LRG_664	LRG_664t2
LRG_665	LRG_665t1
LRG_666	LRG_666t1
LRG_669	LRG_669t1
LRG_67	LRG_67t1
LRG_672	LRG_672t1
LRG_673	LRG_673t1
LRG_675	LRG_675t1
LRG_676	LRG_676t1
LRG_683	LRG_683t1
LRG_684	LRG_684t1
LRG_685	LRG_685t1
LRG_687	LRG_687t1
LRG_687	LRG_687t2
LRG_689	LRG_689t1
LRG_689	LRG_689t2
LRG_69	LRG_69t1
LRG_690	LRG_690t1
LRG_691	LRG_691t1
LRG_692	LRG_692t1
LRG_693	LRG_693t1
LRG_7	LRG_7t1
LRG_70	LRG_70t1
LRG_700	LRG_700t1
LRG_700	LRG_700t2
LRG_702	LRG_702t1
LRG_71	LRG_71t1
LRG_715	LRG_715t1
LRG_717	LRG_717t1
LRG_72	LRG_72t1
LRG_722	LRG_722t1
LRG_722	LRG_722t2
LRG_723	LRG_723t1
LRG_726	LRG_726t1
LRG_73	LRG_73t1
LRG_733	LRG_733t1
LRG_734	LRG_734t1
LRG_74	LRG_74t1
LRG_75	LRG_75t1
LRG_76	LRG_76t1
LRG_77	LRG_77t1
LRG_770	LRG_770t1
LRG_771	LRG_771t1
LRG_776	LRG_776t1
LRG_78	LRG_78t1
LRG_787	LRG_787t1
LRG_788	LRG_788t1
LRG_788	LRG_788t2
LRG_79	LRG_79t1
LRG_8	LRG_8t1
LRG_80	LRG_80t1
LRG_81	LRG_81t1
LRG_83	LRG_83t1
LRG_84	LRG_84t1
LRG_85	LRG_85t1
LRG_86	LRG_86t1
LRG_88	LRG_88t1
LRG_89	LRG_89t1
LRG_90	LRG_90t1
LRG_91	LRG_91t1
LRG_92	LRG_92t1
LRG_93	LRG_93t1
LRG_94	LRG_94t1
LRG_96	LRG_96t1
LRG_97	LRG_97t1
LRG_98	LRG_98t1
LRG_99	LRG_99t1
